DISTRICT_CODE,DISTRICT_KOR_NAME,SGG,CITY_CODE,MEME_PRICE,JEONSE_PRICE,PRICE_RATIO,MEME_MOM_AVG,MEME_YOY_AVG,PRICE_VOLATILITY,MEME_DECLINE_PCT,TOTAL_HOUSEHOLDS,TOTAL_POP,MALE_RATIO,AGE_UNDER20_PCT,AGE_20S_PCT,AGE_30S_PCT,AGE_40S_PCT,AGE_50S_PCT,AGE_60S_PCT,AGE_OVER70_PCT,FERTILITY_CBRT,FERTILITY_IMPUTED,AVG_INCOME,AVG_ASSET,HIGH_INCOME_PCT,EXECUTIVE_PCT,PREMIUM_40PY_RATIO,MULTI_HOUSING_RATIO,DELINQUENT_AMT,SAMPLE_SIZE,HIGH_CREDIT_PCT,MORTGAGE_BURDEN,CREDIT_CARD_INTENSITY,CASH_ADVANCE_PCT,NEW_CREDIT_PCT,INSTALLMENT_PCT,SEG_SINGLE_PCT,SEG_NEWLYWED_PCT,SEG_INFANT_PCT,SEG_TEEN_PCT,SEG_ADULT_CHILD_PCT,SEG_SENIOR_PCT,RESIDENT_RATIO,WORKER_RATIO,VISITOR_RATIO,FOOD_PCT,COFFEE_PCT,MEDICAL_PCT,ECOMMERCE_PCT,SALES_MONTHLY_AVG,SALES_PER_CAPITA_MONTHLY,EARLY_MORNING_RATIO,RUSH_HOUR_RATIO,LUNCH_TIME_RATIO,HAS_RICHGO_APT,RICHGO_IMPUTED,SPH_LOW_QUALITY,IS_GHOST_ECONOMY,UPDATED_AT,SALES_PER_CAPITA_MONTHLY_LN,DELINQUENT_AMT_CBRT,SALES_MONTHLY_AVG_LN,JEONSE_PRICE_LN,MEME_PRICE_LN,MEME_MOM_AVG_CBRT,TOTAL_POP_LN,TOTAL_HOUSEHOLDS_LN,MEME_YOY_AVG_LN,AVG_INCOME_LN,PRICE_VOLATILITY_LN,AVG_ASSET_LN,COFFEE_PCT_LN,MEDICAL_PCT_LN,EARLY_MORNING_RATIO_LN,AGE_50S_PCT_LN,ECOMMERCE_PCT_LN,HAS_ECOMMERCE,HIGH_INCOME_PCT_LN,CASH_ADVANCE_PCT_LN,AGE_60S_PCT_LN,AGE_OVER70_PCT_LN,LOW_RESIDENT_FLAG,AGE_DATA_RELIABLE,WORKER_DOMINANT
11140111,소공동,중구,11140,3995.442053973,2155.037715778,0.5510194224,0.095634375,3.744066667,2.075473425,0.3958333333,3742.5,1,1,0,0,0,0,0,0,1,0.3337584633,true,44376,401532,0.1027,0.0198,0.1474,0.6295,1303,11905,0.2577,0.1571,3208,0.1063,0.0156,0.1749,0.3788,0.0785,0.097,0.2388,0.1378,0.0691,0.2104,0.2583,0.5312,0.0186,0.0005,0.0002,0.0041,2044768,2044767.9,0.0099,0.2379,0.2988,false,true,false,true,2026-04-25 08:14:40.931 -0700,14.530795334,10.922291598,14.530794894,7.675563504,8.292909504,0.4573040151,0.6931471806,8.227509116,1.320172365,10.700454062,0.7301892841,12.90304251,0.0004998750417,0.0001999800027,0.00985131605,0,0.004091617903,true,0.09776171778,0.1010211141,0,0.6931471806,true,true,false
11140112,남창동,중구,11140,3995.442053973,2155.037715778,0.5510194224,0.095634375,3.744066667,2.075473425,0.3958333333,3742.5,401,0.4988,0.0524,0.0773,0.0923,0.1122,0.1596,0.2394,0.2668,0.4856369019,false,28173,298207,0.009,0.0097,0.0012,0.2947,572,12004,0.4187,0.0759,1609,0.0612,0.0095,0.2591,0.1496,0.0265,0.0898,0.3496,0.2573,0.1273,0.2691,0.3123,0.4186,0.3012,0.0152,0.0068,0,148824,371.1,0.0157,0.2126,0.2562,false,true,false,false,2026-04-25 08:14:40.931 -0700,5.919162635,8.301012932,11.910519679,7.675563504,8.292909504,0.4573040151,5.996452089,8.227509116,1.320172365,10.246119351,0.7301892841,12.605543155,0.01508563742,0.006776984279,0.01557802996,0.1480751181,0,false,0.008959741371,0.05940034328,0.2146273915,0.2364940357,false,true,false
11140113,북창동,중구,11140,3995.442053973,2155.037715778,0.5510194224,0.095634375,3.744066667,2.075473425,0.3958333333,3742.5,166,0.6024,0.0241,0.1446,0.2108,0.1627,0.1446,0.1867,0.1265,0.3520008911,false,27112,214850,0.0106,0.0153,0.1579,0.5067,554,6200,0.1511,0.0827,975,0.0568,0.0077,0.1597,0.3644,0.0494,0.0879,0.318,0.1144,0.0659,0.2486,0.2656,0.4858,0.8644,0.0244,0.0004,0,195850,1179.8,0.0047,0.0766,0.0473,false,true,false,true,2026-04-25 08:14:40.931 -0700,7.073947454,8.213009788,12.185104339,7.675563504,8.292909504,0.4573040151,5.117993812,8.227509116,1.320172365,10.207731713,0.7301892841,12.277695389,0.02410707534,0.0003999200213,0.004688989486,0.135055231,0,false,0.01054421388,0.05524547423,0.1711763457,0.1191154809,false,true,false
11140114,태평로2가,중구,11140,3995.442053973,2155.037715778,0.5510194224,0.095634375,3.744066667,2.075473425,0.3958333333,3742.5,62,0.7258,0.0161,0.1452,0.2097,0.1613,0.1452,0.1613,0.1613,0,false,33617,234672,0.0909,0.0119,0.213,1,91,37593,0.2265,0.1485,2237,0.0674,0.0045,0.1059,0.2026,0.0352,0.0978,0.3663,0.2241,0.074,0.2251,0.3059,0.469,0.2256,0.0148,0.0022,0.0122,595822,9610,0.0183,0.3387,0.2053,false,true,false,true,2026-04-25 08:14:40.931 -0700,9.170663555,4.497934682,13.297697244,7.675563504,8.292909504,0.4573040151,4.143134726,8.227509116,1.320172365,10.42278717,0.7301892841,12.365944073,0.01469154874,0.002197583543,0.0181345702,0.1355792942,0.0121261798,true,0.08700304362,0.06522578492,0.1495400673,0.1495400673,false,true,false
11140115,남대문로2가,중구,11140,3995.442053973,2155.037715778,0.5510194224,0.095634375,3.744066667,2.075473425,0.3958333333,3742.5,1,1,0,0,0,0,0,1,0,0.3337584633,true,25888,325730,0,0,0.2501716418,0.6181852941,0,179,0.0112,0,30,0,0,0.0188,0.4901,0.0481,0.0919,0.2181,0.1006,0.0513,0.2519,0.2877,0.4604,0.2066,0.1507,0.0161,0,8420,8419.9,0.0076,0.0843,0.2279,false,true,true,true,2026-04-25 08:14:40.931 -0700,9.03847199,0,9.038365107,7.675563504,8.292909504,0.4573040151,0.6931471806,8.227509116,1.320172365,10.16153482,0.7301892841,12.693824096,0.1403704528,0.01597176951,0.007571265496,0,0,false,0,0,0.6931471806,0,true,true,false
11140116,남대문로3가,중구,11140,3995.442053973,2155.037715778,0.5510194224,0.095634375,3.744066667,2.075473425,0.3958333333,3742.5,10,0.4,0,0,0.1,0,0.2,0.3,0.4,0.3337584633,true,37678.814286,380318.1,0.08782714286,0.02147142857,0.2501716418,0.6181852941,547.042857,0,0.3408628571,0.13839,3235.942857,0.0562942857,0.0117271429,0.1809842857,0.1758,0.0406,0.0839,0.3125,0.1636,0.2237,0.31,0.2318,0.4582,0.8035,0.016,0.1461,0,24379,2437.9,0.0066,0.0861,0.0724,false,true,true,true,2026-04-25 08:14:40.931 -0700,7.799302397,8.178485183,10.101477385,7.675563504,8.292909504,0.4573040151,2.397895273,8.227509116,1.320172365,10.53685326,0.7301892841,12.848763287,0.01587334916,0.1363648745,0.00657831536,0.1823215568,0,false,0.08418225976,0.0547668261,0.2623642645,0.3364722366,false,true,false
11140117,남대문로4가,중구,11140,3995.442053973,2155.037715778,0.5510194224,0.095634375,3.744066667,2.075473425,0.3958333333,3742.5,4,0.75,0,0,0.5,0,0.25,0,0.25,0.3337584633,true,40290,354778,0.1074,0.0205,0.0476,0.3288,207,4383,0.2649,0.0975,2315,0.1353,0.0112,0.159,0.2171,0.0403,0.1213,0.3447,0.1939,0.0827,0.245,0.3369,0.418,0.0034,0.0001,0,0.4785,15557451,3889362.8,0.0372,0.3637,0.2527,false,true,false,true,2026-04-25 08:14:40.931 -0700,15.173756155,5.915471185,16.560050246,7.675563504,8.292909504,0.4573040151,1.609437912,8.227509116,1.320172365,10.603858578,0.7301892841,12.779247521,9.999500033e-05,0,0.03652477468,0.2231435513,0.3910280603,true,0.1020149254,0.1268969332,0,0.2231435513,true,true,false
11140118,남대문로5가,중구,11140,3995.442053973,2155.037715778,0.5510194224,0.095634375,3.744066667,2.075473425,0.3958333333,3742.5,669,0.704,0.0538,0.0404,0.0568,0.0807,0.1988,0.3318,0.2377,0.5506503541,false,39332,967389,0.0988,0.0363,0.991,0.6205,1023,52798,0.2878,0.0681,2979,0.0459,0.0078,0.1684,0.3164,0.0414,0.1224,0.3461,0.1357,0.0381,0.2832,0.3505,0.3664,0.0552,0.0045,0.0044,0.2377,6263223,9362.1,0.1541,0.2557,0.1698,false,true,false,true,2026-04-25 08:14:40.931 -0700,9.144531711,10.076063009,15.650205467,7.675563504,8.292909504,0.4573040151,6.507277712,8.227509116,1.320172365,10.579793716,0.7301892841,13.782355969,0.004489905273,0.004390348301,0.1433208194,0.1813210565,0.2132548186,true,0.09421867524,0.04487775878,0.2865314107,0.2132548186,false,true,false
11140119,봉래동1가,중구,11140,3995.442053973,2155.037715778,0.5510194224,0.095634375,3.744066667,2.075473425,0.3958333333,3742.5,41,0.9756,0,0,0.0244,0.1463,0.3659,0.3659,0.0976,0.3337584633,true,40129,333753,0.1043,0.0068,0.3636,1,0,2638,0.2209,0.1802,2884,0.114,0.0144,0.14,0.2097,0.0406,0.0724,0.3906,0.1981,0.0886,0.2253,0.3716,0.4031,0.3835,0.0475,0.0146,0,79512,1939.3,0.0726,0.2045,0.1468,false,true,false,true,2026-04-25 08:14:40.931 -0700,7.570597879,0,11.283663233,7.675563504,8.292909504,0.4573040151,3.737669618,8.227509116,1.320172365,10.599854544,0.7301892841,12.718156477,0.04640637281,0.01449444615,0.07008560757,0.311813552,0,false,0.09921165007,0.1079571415,0.311813552,0.09312597799,false,true,false
11140120,봉래동2가,중구,11140,3995.442053973,2155.037715778,0.5510194224,0.095634375,3.744066667,2.075473425,0.3958333333,3742.5,0,0,0,0,0,0,0,0,0,0.3337584633,true,37678.814286,380318.1,0.08782714286,0.02147142857,0.2501716418,0.6181852941,547.042857,0,0.3408628571,0.13839,3235.942857,0.0562942857,0.0117271429,0.1809842857,0.2965,0.0408,0.0825,0.3011,0.1927,0.0864,0.2988,0.2128,0.4883,0.0709,0.0375,0.0012,0,92169,0,0.003,0.1259,0.3331,false,true,true,true,2026-04-25 08:14:40.931 -0700,0,8.178485183,11.431379127,7.675563504,8.292909504,0.4573040151,0,8.227509116,1.320172365,10.53685326,0.7301892841,12.848763287,0.03681397312,0.001199280575,0.00299550898,0,0,false,0.08418225976,0.0547668261,0,0,true,false,false
11140121,회현동1가,중구,11140,3995.442053973,2155.037715778,0.5510194224,0.095634375,3.744066667,2.075473425,0.3958333333,3742.5,3171,0.4787,0.0899,0.1085,0.1473,0.1208,0.1681,0.1829,0.1826,0.5197664936,false,40823,599533,0.0883,0.0424,0.6223,0.4369,1949,118419,0.461,0.1627,4285,0.056,0.0126,0.1993,0.282,0.0543,0.0951,0.3201,0.177,0.0714,0.3612,0.2672,0.3716,0.1055,0.004,0.0025,0,431832,136.2,0.0068,0.3494,0.1988,false,true,false,false,2026-04-25 08:14:40.931 -0700,4.921439715,12.491162257,12.975791903,7.675563504,8.292909504,0.4573040151,8.062117583,8.227509116,1.320172365,10.617000927,0.7301892841,13.303906298,0.00399202127,0.002496880199,0.006776984279,0.1553784972,0,false,0.08461684572,0.05448818528,0.1679690506,0.1677154044,false,true,false
11140122,회현동2가,중구,11140,3995.442053973,2155.037715778,0.5510194224,0.095634375,3.744066667,2.075473425,0.3958333333,3742.5,795,0.4541,0.1031,0.117,0.1145,0.1182,0.1723,0.1912,0.1836,0.5166253386,false,52391,954622,0.1579,0.0854,0.338,0.3848,848,17931,0.5036,0.173,5718,0.0492,0.0146,0.1911,0.4099,0.0401,0.1381,0.2756,0.1026,0.0338,0.3542,0.2684,0.3774,0.0069,0.9914,0.0001,0,1445398,1818.1,0.1164,0.2252,0.1737,false,true,false,true,2026-04-25 08:14:40.931 -0700,7.506097152,9.465225708,14.183895274,7.675563504,8.292909504,0.4573040151,6.679599186,8.227509116,1.320172365,10.8664901,0.7301892841,13.76907073,0.688837909,9.999500033e-05,0.1101092227,0.1589676311,0,false,0.1466080196,0.04802796901,0.1749612024,0.1685606415,false,true,false
11140123,회현동3가,중구,11140,3995.442053973,2155.037715778,0.5510194224,0.095634375,3.744066667,2.075473425,0.3958333333,3742.5,37,0.3784,0.2432,0.1892,0.1622,0.0811,0.0541,0.1081,0.1622,0,false,27220,91727,0,0,0.2501716418,0,74,359,0.1254,0.1556,586,0,0,0.2394,0.4062,0.053,0.0779,0.2504,0.1332,0.0794,0.3453,0.2076,0.4471,0.466,0.0159,0.0221,0,11880,321.1,0.0237,0.0914,0.2843,false,true,true,true,2026-04-25 08:14:40.931 -0700,5.774862056,4.198330431,9.382611593,7.675563504,8.292909504,0.4573040151,3.63758616,8.227509116,1.320172365,10.211707276,0.7301892841,11.426572053,0.01577491912,0.02185933435,0.02342351494,0.05268732228,0,false,0,0,0.102646837,0.1503147607,false,true,false
11140124,충무로1가,중구,11140,3995.442053973,2155.037715778,0.5510194224,0.095634375,3.744066667,2.075473425,0.3958333333,3742.5,11,0.6364,0.0909,0,0.0909,0.1818,0.1818,0.3636,0.0909,0.3337584633,true,31593,366574,0.0385,0.0074,0.0588,1,70,4616,0.1563,0.0721,1449,0.0167,0.0084,0.1393,0.2919,0.0773,0.1081,0.2862,0.1543,0.0822,0.2431,0.2891,0.4678,0.0328,0.0026,0.0028,0.0001,1001232,91021.1,0.0042,0.2041,0.3336,false,true,false,true,2026-04-25 08:14:40.931 -0700,11.418857613,4.121279463,13.8167418,7.675563504,8.292909504,0.4573040151,2.48490665,8.227509116,1.320172365,10.360690856,0.7301892841,12.81195569,0.002596625847,0.002796087302,0.004191204618,0.1670386999,9.999500033e-05,true,0.03777736433,0.0165620883,0.3101282613,0.08700304362,false,true,false
11140125,충무로2가,중구,11140,3995.442053973,2155.037715778,0.5510194224,0.095634375,3.744066667,2.075473425,0.3958333333,3742.5,256,0.4922,0.0195,0.4102,0.3164,0.0938,0.0781,0.0469,0.0352,0.217230379,false,25924,232761,0.029,0.0142,0.1111,1,178,3999,0.1188,0.0473,1797,0.0177,0.0068,0.1426,0.4121,0.0437,0.0804,0.2808,0.1247,0.0584,0.2629,0.2493,0.4879,0.379,0.028,0.0076,0,120138,469.3,0.0278,0.1277,0.1727,false,true,false,false,2026-04-25 08:14:40.931 -0700,6.153370789,5.625216612,11.696396361,7.675563504,8.292909504,0.4573040151,5.549076085,8.227509116,1.320172365,10.16292446,0.7301892841,12.357767455,0.02761516703,0.007571265496,0.02742059558,0.07520023256,0,false,0.02858745685,0.01754517922,0.04583341634,0.03459464476,false,true,false
11140126,명동1가,중구,11140,3995.442053973,2155.037715778,0.5510194224,0.095634375,3.744066667,2.075473425,0.3958333333,3742.5,7,0.7143,0,0.1429,0.1429,0,0.1429,0.2857,0.2857,0.3337584633,true,23214,323386,0.0067,0.0071,0.25,1,21,47876,0.0413,0.0067,286,0.0328,0.0004,0.0717,0.4713,0.0509,0.0757,0.2471,0.1018,0.0532,0.2072,0.3422,0.4506,0.3188,0.016,0.0064,0,156095,22299.3,0.0116,0.1214,0.2077,false,true,false,true,2026-04-25 08:14:40.931 -0700,10.01235541,2.758921377,11.958220075,7.675563504,8.292909504,0.4573040151,2.079441542,8.227509116,1.320172365,10.052510824,0.7301892841,12.686601935,0.01587334916,0.006379606964,0.01153323581,0.1335688919,0,false,0.006677654753,0.03227356055,0.2513033171,0.2513033171,true,true,false
11140127,명동2가,중구,11140,3995.442053973,2155.037715778,0.5510194224,0.095634375,3.744066667,2.075473425,0.3958333333,3742.5,511,0.1037,0.002,0.0039,0.0489,0.137,0.227,0.2485,0.3327,0,false,25752,327335,0.0068,0.0197,0.2667,1,80,22989,0.2522,0.0048,1084,0.047,0.0007,0.0661,0.4395,0.0445,0.0808,0.2558,0.1147,0.0648,0.2304,0.2811,0.4885,0.5829,0.0123,0.0105,0,119631,234.1,0.0049,0.154,0.1838,false,true,false,false,2026-04-25 08:14:40.931 -0700,5.460010956,4.308863086,11.692167284,7.675563504,8.292909504,0.4573040151,6.238324625,8.227509116,1.320172365,10.156267573,0.7301892841,12.69873939,0.01222496962,0.01044525786,0.004888034073,0.2045721657,0,false,0.006776984279,0.04592893189,0.2219428307,0.2872069596,false,true,false
11140128,남산동1가,중구,11140,3995.442053973,2155.037715778,0.5510194224,0.095634375,3.744066667,2.075473425,0.3958333333,3742.5,129,0.5349,0.0698,0.093,0.1008,0.2171,0.1473,0.0853,0.2868,0.4811019307,false,30875,557316,0.0342,0.0668,0.375,1,238,3405,0.3543,0.0346,2225,0.1622,0.0112,0.1387,0.4324,0.0965,0.0742,0.1977,0.1513,0.0478,0.3518,0.1922,0.456,0.6739,0.009,0.0399,0,14722,114.1,0.0106,0.0924,0.1426,false,true,false,false,2026-04-25 08:14:40.931 -0700,4.745801316,6.197143131,9.597098253,7.675563504,8.292909504,0.4573040151,4.86753445,8.227509116,1.320172365,10.337702074,0.7301892841,13.230887683,0.008959741371,0.03912455468,0.01054421388,0.1374113558,0,false,0.03362818098,0.1503147607,0.08185644647,0.2521585164,false,true,false
