DISTRICT_CODE,DISTRICT_KOR_NAME,SGG,CITY_CODE,AGE_UNDER20_PCT_W,AVG_ASSET_LN_W,EXECUTIVE_PCT_W,HIGH_CREDIT_PCT_W,MEME_MOM_AVG_CBRT_W,RESIDENT_RATIO_W,TOTAL_POP_LN_W,VISITOR_RATIO_W,WORKER_RATIO_W,AGE_50S_PCT_W,CASH_ADVANCE_PCT_W,INSTALLMENT_PCT_W,PREMIUM_40PY_RATIO_W,SALES_PER_CAPITA_MONTHLY_LN_W,AGE_20S_PCT_W,AGE_30S_PCT_W,AGE_40S_PCT_W,AGE_60S_PCT_W,AGE_OVER70_PCT_W,AVG_INCOME_LN_W,COFFEE_PCT_W,CREDIT_CARD_INTENSITY_W,DELINQUENT_AMT_CBRT_W,EARLY_MORNING_RATIO_W,ECOMMERCE_PCT_W,FOOD_PCT_W,HIGH_INCOME_PCT_W,JEONSE_PRICE_LN_W,LUNCH_TIME_RATIO_W,MALE_RATIO_W,MEDICAL_PCT_W,MEME_DECLINE_PCT_W,MEME_PRICE_LN_W,MEME_YOY_AVG_LN_W,MORTGAGE_BURDEN_W,MULTI_HOUSING_RATIO_W,NEW_CREDIT_PCT_W,PRICE_RATIO_W,PRICE_VOLATILITY_LN_W,RUSH_HOUR_RATIO_W,SALES_MONTHLY_AVG_LN_W,SEG_ADULT_CHILD_PCT_W,SEG_INFANT_PCT_W,SEG_NEWLYWED_PCT_W,SEG_SENIOR_PCT_W,SEG_SINGLE_PCT_W,SEG_TEEN_PCT_W,TOTAL_HOUSEHOLDS_LN_W,AGE_DATA_RELIABLE_W,HAS_ECOMMERCE_W,HAS_RICHGO_APT_W,IS_GHOST_ECONOMY_W,LOW_RESIDENT_FLAG_W,SPH_LOW_QUALITY_W,WORKER_DOMINANT_W
11140111,소공동,중구,11140,-1.357372063,0.09098552884,-0.3473587798,-1.068849583,-0.1943864218,-1.374254745,-2.19799891,2.02464772,0.4028790015,-0.9564337961,0.9913319706,-0.07136197521,-0.1995989882,2.112124335,-1.337835574,-1.583163341,-1.855207762,-1.252653268,5.292366554,0.5788927645,-0.3068855164,-0.2655878936,0.9209840662,-0.3773844161,-0.2314534569,-1.315565434,0.1173651922,0.0005162408522,1.055472161,2.698466071,-0.3691366509,0.07785304006,-0.1406885044,-0.3242717576,0.1399806145,0.4317058397,0.2643824709,0.3423216893,-0.3940099771,0.424197738,1.459697015,-0.5989819087,0.2998131131,3.193677563,-0.4472320991,0.5867291257,-0.9681110566,0.3100886409,1,1,0,1,1,0,0
11140112,남창동,중구,11140,-0.3353056286,-0.689129806,-0.9808572401,-0.1319038595,-0.1943864218,-0.9438832852,-0.06221832282,0.5321576192,1.031819148,0.09806562404,0.160101826,1.056871849,-0.6561079202,0.1916656233,-0.5362766272,-0.7137079606,-0.08113544142,0.6867874058,0.6408865623,-1.052420269,-0.150746832,-0.995357535,0.1807229555,-0.2928514926,-0.2770004093,-0.09548629931,-0.7984201524,0.0005162408522,0.5120444819,-0.1121655968,-0.2071922933,0.07785304006,-0.1406885044,-0.3242717576,-0.8154261665,-0.6529655722,-0.600269569,0.3423216893,-0.3940099771,0.1383480377,0.1474386656,1.723073376,0.02521067575,-1.326831209,0.8071731138,-1.643895601,1.043789695,0.3100886409,1,0,0,0,0,0,0
11140113,북창동,중구,11140,-0.8872995237,-1.548826022,-0.629610569,-1.689212403,-0.1943864218,-1.094183369,-0.4159966112,1.422879953,0.4879023917,-0.001041464318,0.07900620217,-0.2750336394,-0.166812779,0.4491913031,0.1615877597,0.4025484052,0.7173552199,0.2598512173,-0.2491879642,-1.190253133,-0.05302738324,-1.284709601,0.1558704642,-0.4531725544,-0.2770004093,2.336037298,-0.782782409,0.0005162408522,-2.152792188,0.4688029601,-0.3642292462,0.07785304006,-0.1406885044,-0.3242717576,-0.7354167317,0.0338633983,-0.8554127939,0.3423216893,-0.3940099771,-1.398235331,0.2849532332,-1.053677253,-0.04725385634,0.6639313079,-0.5162028325,0.4465851638,0.4699985059,0.3100886409,1,0,0,1,0,0,0
11140114,태평로2가,중구,11140,-1.043340201,-1.317416606,-0.8428674764,-1.250419189,-0.1943864218,-1.266478588,-0.808598045,1.20019937,0.9572780938,0.002922819216,0.2743729324,-0.9959241352,0.005236756954,0.9167747269,0.1678094333,0.3921865318,0.6952188451,0.05407931619,-0.0284139548,-0.4180850329,-0.1549955037,-0.7087438172,-0.8932837752,-0.2549574235,-0.1414704534,-0.4218768959,0.002036835002,0.0005162408522,-0.1372622989,1.160806048,-0.3200626032,0.07785304006,-0.1406885044,-0.3242717576,0.03879221154,1.632036658,-1.309000749,0.3423216893,-0.3940099771,1.563077176,0.842150172,1.077950067,0.3303244951,-0.5705153183,-0.3416206637,-1.128087963,1.347027444,0.3100886409,1,1,0,1,0,0,0
11140115,남대문로2가,중구,11140,-1.357372063,-0.4576358052,-1.589266652,-2.503365861,-0.1943864218,-1.069988722,-2.19799891,1.086208119,0.7453019703,-0.9564337961,-0.9678645785,-2.163016369,0.1213050641,0.887295016,-1.337835574,-1.583163341,-1.855207762,6.84860268,-1.051714177,-1.356125545,1.288490701,-1.715999351,-2.163521147,-0.4109060926,-0.2770004093,-0.5039062786,-0.8863824587,0.0005162408522,0.1510350144,2.698466071,0.02100202892,0.07785304006,-0.1406885044,-0.3242717576,-1.708472653,0.3950489161,-1.946858812,0.3423216893,-0.3940099771,-1.311237596,-1.290963223,-1.321830918,0.1053030533,0.5509185886,-0.8308818034,1.669925164,-1.343980601,0.3100886409,1,0,0,1,1,1,0
11140116,남대문로3가,중구,11140,-1.357372063,-0.05134773646,-0.242522401,-0.5848801211,-0.1943864218,-0.6440162883,-1.511451946,1.057047566,0.09423244792,0.3649940487,0.06968547111,0.01016411651,0.1213050641,0.6109508983,-1.337835574,-0.6411748465,-1.855207762,1.177723516,1.485918116,-0.008524647653,-0.1422494886,-0.2528350176,0.1461205574,-0.4254807346,-0.2770004093,2.07311154,-0.02799600958,0.0005162408522,-1.832603579,-0.6662166917,3.210815135,0.07785304006,-0.1406885044,-0.3242717576,-0.08016299235,0.3950489161,-0.2845804458,0.3423216893,-0.3940099771,-1.290900463,-0.7585466449,-0.09765114418,-0.199810766,-0.1010778689,2.884916456,-1.388911448,0.3701297863,0.3100886409,1,0,0,1,0,1,0
11140117,남대문로4가,중구,11140,-1.357372063,-0.2336349051,-0.3034529459,-1.026948905,-0.1943864218,-1.12057753,-1.828984495,0.5242047412,1.318336326,0.6953510099,1.525825855,-0.2844132556,-0.5112241005,2.255509422,-1.337835574,3.126779131,-1.855207762,-1.252653268,0.534306006,0.2320615238,-0.311134188,-0.6731452981,-0.4929649691,0.0205033099,5.038662206,-1.38118894,0.1633010632,0.0005162408522,0.4673966679,1.29651492,-0.3740440557,0.07785304006,-0.1406885044,-0.3242717576,-0.5612785499,-0.5424897803,-0.3593009678,0.3423216893,-0.3940099771,1.845537354,2.475967086,0.4911210327,1.226596339,-0.1271577272,-0.1541064823,-0.9869707796,0.9548157448,0.3100886409,1,1,0,1,1,0,0
11140118,남대문로5가,중구,11140,-0.3079985101,2.396758302,0.6875644473,-0.8936814694,-0.1943864218,-0.8405061543,0.1435046121,-0.1597427652,1.476736067,0.3570654816,-0.1218897751,-0.1584584106,2.434538734,0.9109471297,-0.9189095526,-1.048113876,-0.5792038737,1.435343455,0.456273813,0.145655351,-0.2643987995,-0.3701014945,0.6820052337,1.724278957,2.363611928,-1.157550939,0.07924819276,0.0005162408522,-0.590118698,1.038555908,-0.2660811506,0.07785304006,-0.1406885044,-0.3242717576,-0.9072016948,0.4025480061,-0.8412381703,0.3423216893,-0.3940099771,0.6253093848,2.020308306,-0.6397879011,1.26854949,-0.03153158009,-1.115386079,-0.02056137576,0.9802368735,0.3100886409,1,1,0,1,0,0,0
11140119,봉래동1가,중구,11140,-1.357372063,-0.393830411,-1.162752838,-1.283008605,-0.1943864218,-1.265012245,-0.9718895249,0.3267082713,1.722488606,1.461118446,1.133249312,-0.5390028359,0.4754846719,0.5599480747,-1.337835574,-1.353318148,0.4580434012,1.711596283,-0.4325318973,0.2176848251,0.1923334065,-0.4134586652,-2.163521147,0.5364456359,-0.2770004093,0.259830448,0.1330029355,0.0005162408522,-0.8835186186,2.561635638,-0.01580350691,0.07785304006,-0.1406885044,-0.3242717576,0.4117773711,1.632036658,0.09428698761,0.3423216893,-0.3940099771,0.04683094004,-0.166496909,0.5727330176,-0.6384118813,-0.1010778689,-0.02694169272,-1.058989204,1.788265605,0.3100886409,1,0,0,1,0,0,0
11140120,봉래동2가,중구,11140,-1.357372063,-0.05134773646,-0.242522401,-0.5848801211,-0.1943864218,-0.7261314561,-2.477147539,1.456016945,-0.1270613074,-0.9564337961,0.06968547111,0.01016411651,0.1213050641,-1.12835206,-1.337835574,-1.583163341,-1.855207762,-1.252653268,-1.051714177,-0.008524647653,0.08611661441,-0.2528350176,0.1461205574,-0.4779494457,-0.2770004093,-1.089768765,-0.02799600958,0.0005162408522,1.493020738,-2.909338533,-0.344599627,0.07785304006,-0.1406885044,-0.3242717576,-0.08016299235,0.3950489161,-0.2845804458,0.3423216893,-0.3940099771,-0.8412238599,-0.09251940648,0.4678033227,-0.2532056844,-0.0836912967,-0.0743590719,-0.2142325453,0.1631291674,0.3100886409,0,0,0,1,1,1,0
11140121,회현동1가,중구,11140,0.3961350451,1.14214743,1.070172428,0.1142626256,-0.1943864218,-0.2686326637,0.7696795858,-0.09081782271,0.5065376553,0.1542263074,0.06426154329,0.2555846437,1.283274417,-0.03083407452,-0.2127496009,-0.1956142887,0.05484514645,0.2290664447,0.1067149648,0.2792498291,-0.2697096391,0.2259455047,1.364040332,-0.4225658062,-0.2770004093,-0.9403889414,-0.02337449793,0.0005162408522,-0.2201796677,-0.2248824694,-0.312701496,0.07785304006,-0.1406885044,-0.3242717576,0.2058707373,-0.1922718005,-0.1608562373,0.3423216893,-0.3940099771,1.683970132,0.6809369647,0.1627299506,0.2273485811,1.089902327,-0.3976593845,-0.3553497291,0.5081301989,0.3100886409,1,0,0,0,0,0,0
11140122,회현동2가,중구,11140,0.6536021623,2.361921189,3.767245081,0.3621749723,-0.1943864218,-0.3199546436,0.2129030088,-0.01394000222,0.520514103,0.1819762922,-0.06106805722,0.1457091406,0.3955487713,0.5455639286,-0.1246092252,-0.5045865148,0.01373473616,0.2963068691,0.1130590455,1.175054024,10.218136413,0.8799541953,0.50950198,1.174814955,-0.2770004093,-1.366078264,0.6568673375,0.0005162408522,-0.5403682767,-0.3628344626,-0.3715903533,0.07785304006,-0.1406885044,-0.3242717576,0.3270614989,-0.3610632597,0.1226362348,0.3423216893,-0.3940099771,0.2807079675,1.285966439,-1.282968068,1.86733536,-0.1445442994,-1.208065501,0.8894011545,-0.2998985326,0.3100886409,1,0,0,1,0,0,0
11140123,회현동3가,중구,11140,3.386264519,-3.780677469,-1.589266652,-1.838774547,-0.1943864218,-0.3852068752,-1.01219577,0.9099193233,-0.1876259142,-0.5989875641,-0.9678645785,0.7929026526,0.1213050641,0.1594855114,0.624065496,-0.05525800303,-0.5728791952,-0.3769075003,-0.02270428214,-1.175978662,-0.1433116565,-1.462245805,-0.9778933892,-0.1762543568,-0.2770004093,0.6160106625,-0.8863824587,0.0005162408522,0.8705026457,-0.7873452711,0.1682241723,0.07785304006,-0.1406885044,-0.3242717576,0.1223314744,-1.607722636,-1.946858812,0.3423216893,-0.3940099771,-1.231018906,-1.118561361,-0.6883664636,-0.4286461305,0.9768896076,-0.2252325511,0.8533919421,-0.757478848,0.3100886409,1,0,0,1,0,1,0
11140124,충무로1가,중구,11140,0.4156401297,-0.1478661668,-1.125119266,-1.658950802,-0.1943864218,-1.134507782,-1.476410173,1.184293614,0.7616078259,0.2447441148,-0.6600698244,-0.548382452,-0.476252144,1.418138872,-1.337835574,-0.7268957995,1.019358619,1.692963395,-0.4750372382,-0.6410451646,-0.28457999,-1.068380138,-0.9996529355,-0.4604598754,-0.2758895081,-1.254259264,-0.5100992595,0.0005162408522,1.499398997,0.6594683166,-0.3053403888,0.07785304006,-0.1406885044,-0.3242717576,-0.8601373213,1.632036658,-0.7561904287,0.3423216893,-0.3940099771,0.04231157719,1.102092543,-0.2783633965,0.7231585375,3.08935813,-0.1648831594,-0.2590007554,-0.107424273,0.3100886409,1,1,0,1,0,0,0
11140125,충무로2가,중구,11140,-0.977022913,-1.338857679,-0.6986054508,-1.877183502,-0.1943864218,-0.989339896,-0.2423884244,1.450715026,0.2980556436,-0.4404162227,-0.6416390008,-0.5041642617,-0.3129455972,0.243895799,2.915715266,1.397288255,-0.3720706527,-0.8727043643,-0.8284025349,-1.35113597,-0.01478933809,-0.9095559762,-0.5749341908,-0.1164983247,-0.2770004093,0.2404024363,-0.6029483606,0.0005162408522,-0.553124795,-0.1491771072,-0.1875626741,0.07785304006,-0.1406885044,-0.3242717576,-1.151936437,1.632036658,-0.9829844064,0.3423216893,-0.3940099771,-0.8208867271,0.04020370427,-0.8535335759,-0.333298062,0.1684140002,-0.6778529888,0.9108120376,-0.2054771977,0.3100886409,1,0,0,0,0,0,0
11140126,명동1가,중구,11140,-1.357372063,-0.4765740604,-1.143936052,-2.328197748,-0.1943864218,-1.397716222,-1.639701653,0.9563111115,1.380065637,-0.012273601,-0.3633335643,-1.45418538,0.1207691132,1.104478327,0.1439596845,-0.2370617824,-1.855207762,1.061875556,0.7607896881,-1.747582023,-0.1422494886,-1.599163186,-1.384389104,-0.3526075247,-0.2770004093,-0.01950118688,-0.8208994084,0.0005162408522,-0.106646655,1.096316295,-0.2170071028,0.07785304006,-0.1406885044,-0.3242717576,-1.629639827,1.632036658,-1.890160317,0.3423216893,-0.3940099771,-0.892066692,0.1713274706,-1.298513208,-0.5125524308,0.7943305994,-0.7899304305,1.486959436,-0.8174000798,0.3100886409,1,0,0,1,1,0,0
11140127,명동2가,중구,11140,-1.318361894,-0.4447467144,-0.3536310418,-1.100857045,-0.1943864218,-1.227620517,0.03519011904,1.458667904,0.6684315079,0.5433868077,-0.1016158692,-1.529222309,0.1729147983,0.08927135337,-1.297394696,-1.122530967,0.3109946259,0.7605088349,1.058961482,-1.375037876,-0.1815497017,-1.234962952,-0.9466784605,-0.450257626,-0.2770004093,1.120707233,-0.8199220495,0.0005162408522,-0.411527442,-2.327809196,-0.1164053049,0.07785304006,-0.1406885044,-0.3242717576,-1.651995405,1.632036658,-1.847636446,0.3423216893,-0.3940099771,-0.5237386197,0.03808574304,-1.047847826,-0.318042371,0.237960289,-0.5399115221,1.177474854,-0.6594259233,0.3100886409,1,0,0,0,0,0,0
11140128,남산동1가,중구,11140,0.004082843987,0.9506749442,2.600604352,-0.5066821489,-0.1943864218,-0.337550751,-0.5168631939,1.027887013,-0.3669903264,0.01679781159,2.02161501,-0.5564221229,0.5110811276,-0.07000275557,-0.3734761685,-0.6336389386,1.577511497,-0.5616161359,0.7677681769,-0.7235876142,-0.2166012431,-0.7142205124,-0.4134195204,-0.3671821667,-0.2770004093,1.513584803,-0.5521256947,0.0005162408522,-0.9370959954,0.09027614937,0.6049831975,0.07785304006,-0.1406885044,-0.3242717576,-1.301365822,1.632036658,-0.3593009678,0.3423216893,-0.3940099771,-1.219720499,-1.011144435,-0.3366576714,-0.5697612719,4.758469061,-0.906318543,1.108376095,-1.714402761,0.3100886409,1,0,0,0,0,0,0
11140129,남산동2가,중구,11140,0.4409967398,-0.9256384742,-0.6860609269,-0.6894156626,-0.1943864218,-0.3764088215,0.02563884903,0.9761933065,-0.2598375607,0.3147797906,0.07532003745,0.8813390331,-0.6020887374,-0.01636024387,-0.3195549974,-0.1673546339,0.6477837563,0.2574208405,-0.2764675114,-0.697401069,-0.05621388701,-0.7516445966,-0.07928835466,-0.3817568087,-0.2770004093,-0.2850173468,-0.6997068975,0.0005162408522,-1.24707939,-0.1222596451,-0.3740440557,0.07785304006,-0.1406885044,-0.3242717576,-0.456560319,-0.7375232898,-0.5152218274,0.3423216893,-0.3940099771,1.28400652,-0.2123249365,-0.9604064133,0.1777675854,0.02932142261,-0.3825720366,0.5974345673,0.01423398546,0.3100886409,1,0,0,0,0,0,0
11140130,남산동3가,중구,11140,-1.357372063,-0.1079058365,-1.068668908,-1.486692458,-0.1943864218,-0.6315523789,-1.01219577,1.410950636,-0.2365434811,0.2936369451,-0.09792970443,2.261482547,0.5891435305,0.1456323209,0.06307792794,-0.310536885,0.7094493718,0.06137044655,0.3198760773,-1.071332085,-0.2782069825,-0.8639168492,-2.163521147,-0.3948739865,-0.2770004093,0.7196267249,-0.6156540271,0.0005162408522,-0.7585047394,0.2736513599,-0.3495070318,0.07785304006,-0.1406885044,-0.3242717576,-1.424909803,0.05589376151,-0.6711426871,0.3423216893,-0.3940099771,-1.114645312,-1.149782398,0.4075659053,-0.2303221479,-0.9530199067,-0.3480866699,-0.5616727841,1.268948263,0.3100886409,1,0,0,1,0,0,0
11140131,저동1가,중구,11140,1.242655718,0.5780280006,0.8255542109,1.540049596,-0.1943864218,-1.059724326,-1.360553024,0.07884357423,1.614171136,0.3649940487,-0.1679668341,-0.3916088683,-0.2695429012,0.5120965823,-1.337835574,-0.3274926779,0.2524913497,0.9079516932,-0.2060482153,2.252755493,0.2199497725,2.380568693,-0.01395709806,-0.2097760334,-0.2770004093,0.928585784,3.868468877,0.0005162408522,-0.3030970366,-0.2921761246,-0.3298774127,0.07785304006,-0.1406885044,-0.3242717576,1.057735897,1.632036658,2.943386332,0.3423216893,-0.3940099771,0.2468127461,-0.7775982866,-1.174152088,1.066411584,0.5161454442,-0.4493874345,0.3181198654,0.2684452718,0.3100886409,1,0,0,1,0,0,0
11140132,충무로4가,중구,11140,0.5580272476,1.208329416,0.9886330225,0.08167320911,-0.1943864218,-0.264966808,0.4675416308,0.1981367439,0.2468086687,0.226244125,-0.07949888083,0.3091824501,0.4976543943,-0.2421072176,-0.2915574663,-0.3435064823,0.162364681,0.3489650327,-0.004940856094,-0.04730962065,-0.2622744637,0.1159552085,1.205599478,-0.2258081395,-0.2770004093,0.04871272086,-0.1953896747,0.0005162408522,-0.6908951925,-0.1783376912,-0.3053403888,0.07785304006,-0.1406885044,-0.3242717576,0.50237629,-0.04810251186,-0.458523333,0.3423216893,-0.3940099771,0.5100656321,-0.1749063848,0.3589873428,-1.591892567,-0.8226206152,0.2704945949,0.1711633499,0.0487340886,0.3100886409,1,0,0,0,0,0,0
